;AutoSpike-32 ASCII File
;1
; Wave data Signal pse_L3_50mM_NaCl_01
; Rec. Factor 465.462670
; Sample rate 19200.0
; Format :<time> 	 <Value>
2.190208	-14
2.190260	-102
2.190312	-36
2.190365	-63
2.190417	-56
2.190469	-69
2.190521	-58
2.190573	-38
2.190625	-60
2.190677	32
2.190729	0
2.190781	-95
2.190833	9
2.190885	-72
2.190937	-8
2.190990	-73
2.191042	3
2.191094	-39
2.191146	-71
2.191198	36
2.191250	-50
2.191302	-63
2.191354	28
2.191406	24
2.191458	-34
2.191510	-7
2.191562	-26
2.191615	-69
2.191667	-79
2.191719	-37
2.191771	-37
2.191823	-74
2.191875	-46
2.191927	-16
2.191979	-75
2.192031	-89
2.192083	-25
2.192135	-49
2.192187	-85
2.192240	-9
2.192292	-66
2.192344	-47
2.192396	-16
2.192448	-19
2.192500	-38
2.192552	-36
2.192604	29
2.192656	-64
2.192708	-116
2.192760	-46
2.192812	-42
2.192865	-84
2.192917	-72
2.192969	36
2.193021	-75
2.193073	-38
2.193125	38
2.193177	-6
2.193229	-63
2.193281	-37
2.193333	-21
2.193385	-69
2.193437	-96
2.193490	17
2.193542	-33
2.193594	-30
2.193646	-30
2.193698	8
2.193750	-76
2.193802	2
2.193854	-36
2.193906	-51
2.193958	-95
2.194010	54
2.194062	-93
2.194115	-101
2.194167	-66
2.194219	-43
2.194271	-90
2.194323	-47
2.194375	-6
2.194427	-53
2.194479	-70
2.194531	-15
2.194583	-75
2.194635	-125
2.194687	-96
2.194740	-8
2.194792	-99
2.194844	-64
2.194896	37
2.194948	-32
2.195000	-116
2.195052	33
2.195104	-31
2.195156	-91
2.195208	-61
2.195260	35
2.195312	-50
2.195365	-87
2.195417	-29
2.195469	-36
2.195521	-49
2.195573	-43
2.195625	0
2.195677	-69
2.195729	-56
2.195781	61
2.195833	-56
2.195885	-116
2.195937	-70
2.195990	-95
2.196042	-54
2.196094	-20
2.196146	51
2.196198	-71
2.196250	-94
2.196302	17
2.196354	6
2.196406	-67
2.196458	6
2.196510	-68
2.196562	-93
2.196615	-34
2.196667	23
2.196719	-40
2.196771	-61
2.196823	4
2.196875	-32
2.196927	-141
2.196979	-43
2.197031	-80
2.197083	-65
2.197135	-81
2.197187	-21
2.197240	-71
2.197292	-117
2.197344	1
2.197396	6
2.197448	-72
2.197500	-58
2.197552	24
2.197604	-43
2.197656	-55
2.197708	-64
2.197760	-69
2.197812	-115
2.197865	4
2.197917	-23
2.197969	-13
2.198021	-55
2.198073	-27
2.198125	-18
2.198177	-67
2.198229	-35
2.198281	-36
2.198333	-48
2.198385	-95
2.198437	-69
2.198490	-67
2.198542	-18
2.198594	37
2.198646	-32
2.198698	-47
2.198750	28
2.198802	-28
2.198854	-33
2.198906	7
2.198958	15
2.199010	-33
2.199062	-17
2.199115	-1
2.199167	-19
2.199219	-88
2.199271	9
2.199323	1
2.199375	-40
2.199427	-37
2.199479	-29
2.199531	-90
2.199583	-89
2.199635	-65
2.199687	-59
2.199740	-95
2.199792	0
2.199844	-21
2.199896	-66
2.199948	-70
2.200000	5
2.200052	-119
2.200104	-131
2.200156	5
2.200208	1
2.200260	-71
2.200312	-87
2.200365	-5
2.200417	-39
2.200469	-69
2.200521	4
2.200573	16
2.200625	-74
2.200677	-35
2.200729	-49
2.200781	-49
2.200833	-53
2.200885	-27
2.200937	-109
2.200990	-105
2.201042	-61
2.201094	-26
2.201146	-111
2.201198	-37
2.201250	29
2.201302	-71
2.201354	-75
2.201406	-19
2.201458	-63
2.201510	-90
2.201562	16
2.201615	-8
2.201667	-32
2.201719	-66
2.201771	-40
2.201823	-33
2.201875	-70
2.201927	0
2.201979	-57
2.202031	-110
2.202083	-39
2.202135	-18
2.202187	-44
2.202240	-53
2.202292	66
2.202344	46
2.202396	-39
2.202448	27
2.202500	-13
2.202552	-101
2.202604	-74
2.202656	20
2.202708	-51
2.202760	-43
2.202812	51
2.202865	-48
2.202917	-91
2.202969	-5
2.203021	-47
2.203073	-108
2.203125	-97
2.203177	39
2.203229	-52
2.203281	-54
2.203333	-45
2.203385	-68
2.203437	-64
2.203490	-27
2.203542	42
2.203594	-70
2.203646	-139
2.203698	7
2.203750	-25
2.203802	-135
2.203854	-58
2.203906	37
2.203958	-49
2.204010	-37
2.204062	-17
2.204115	-74
2.204167	-121
2.204219	29
2.204271	-43
2.204323	-55
2.204375	-93
2.204427	-33
2.204479	-39
2.204531	-84
2.204583	-33
2.204635	-77
2.204687	-53
2.204740	-13
2.204792	-42
2.204844	-49
2.204896	-14
2.204948	-4
2.205000	-101
2.205052	-70
2.205104	-11
2.205156	-60
2.205208	-54
2.205260	-27
2.205312	-44
2.205365	-96
2.205417	-37
2.205469	7
2.205521	-80
2.205573	-56
2.205625	-58
2.205677	-29
2.205729	-67
2.205781	-14
2.205833	51
2.205885	-20
2.205937	-88
2.205990	-9
2.206042	13
2.206094	-67
2.206146	-28
2.206198	18
2.206250	-87
2.206302	-118
2.206354	-34
2.206406	-67
2.206458	-93
2.206510	-2
2.206562	-32
2.206615	-62
2.206667	-34
2.206719	-27
2.206771	-70
2.206823	-132
2.206875	-13
2.206927	-67
2.206979	-77
2.207031	-27
2.207083	-15
2.207135	-92
2.207187	-94
2.207240	-40
2.207292	-73
2.207344	-64
2.207396	-42
2.207448	-25
2.207500	-101
2.207552	38
2.207604	-8
2.207656	-37
2.207708	-26
2.207760	-6
2.207812	-65
2.207865	-45
2.207917	11
2.207969	-18
2.208021	-77
2.208073	-42
2.208125	57
2.208177	-24
2.208229	-120
2.208281	-48
2.208333	-55
2.208385	-23
2.208437	-45
2.208490	17
2.208542	-105
2.208594	-99
2.208646	-12
2.208698	-118
2.208750	-82
2.208802	-6
2.208854	-63
2.208906	-148
2.208958	-64
2.209010	-32
2.209062	-29
2.209115	-53
2.209167	-29
2.209219	-54
2.209271	-68
2.209323	-15
2.209375	-24
2.209427	-105
2.209479	-4
2.209531	-4
2.209583	-60
2.209635	-103
2.209687	-46
2.209740	-18
2.209792	-80
2.209844	-4
2.209896	19
2.209948	-95
2.210000	-59
2.210052	25
2.210104	-49
2.210156	-79
2.210208	37
2.210260	-28
2.210312	-49
2.210365	8
2.210417	1
2.210469	-56
2.210521	-82
2.210573	14
2.210625	-54
2.210677	-42
2.210729	-14
2.210781	-25
2.210833	-89
2.210885	-5
2.210937	53
2.210990	-32
2.211042	-96
2.211094	-29
2.211146	-53
2.211198	-117
2.211250	-4
2.211302	-35
2.211354	-76
2.211406	-70
2.211458	-57
2.211510	-72
2.211562	-63
2.211615	-45
2.211667	-16
2.211719	-117
2.211771	-55
2.211823	-4
2.211875	-43
2.211927	-77
2.211979	-24
2.212031	-113
2.212083	-92
2.212135	-3
2.212187	-5
2.212240	-51
2.212292	-55
2.212344	-23
2.212396	-41
2.212448	-98
2.212500	-20
2.212552	-11
2.212604	-71
2.212656	-22
2.212708	56
2.212760	-23
2.212812	-17
2.212865	32
2.212917	-91
2.212969	-54
2.213021	40
2.213073	5
2.213125	-35
2.213177	-25
2.213229	-26
2.213281	-40
2.213333	-95
2.213385	-54
2.213437	-27
2.213490	-78
2.213542	-19
2.213594	-74
2.213646	-107
2.213698	-52
2.213750	14
2.213802	-59
2.213854	-76
2.213906	-16
2.213958	-46
2.214010	-54
2.214062	-11
2.214115	15
2.214167	-100
2.214219	-29
2.214271	65
2.214323	-85
2.214375	-178
2.214427	-80
2.214479	-18
2.214531	-64
2.214583	-82
2.214635	23
2.214687	-38
2.214740	-81
2.214792	16
2.214844	16
2.214896	-85
2.214948	-51
2.215000	-27
2.215052	-40
2.215104	-86
2.215156	-30
2.215208	-81
2.215260	-41
2.215312	49
2.215365	48
2.215417	-101
2.215469	-65
2.215521	-50
2.215573	-90
2.215625	-113
2.215677	-18
2.215729	-74
2.215781	-98
2.215833	-69
2.215885	25
2.215937	-85
2.215990	-81
2.216042	15
2.216094	-33
2.216146	-81
2.216198	-16
2.216250	-33
2.216302	-78
2.216354	-43
2.216406	-15
2.216458	-78
2.216510	-56
2.216562	17
2.216615	-23
2.216667	-99
2.216719	26
2.216771	-38
2.216823	-88
2.216875	-68
2.216927	-5
2.216979	-40
2.217031	-84
2.217083	-47
2.217135	-40
2.217187	-140
2.217240	24
2.217292	36
2.217344	-20
2.217396	16
2.217448	84
2.217500	-39
2.217552	-79
2.217604	19
2.217656	-8
2.217708	-71
2.217760	-79
2.217812	-35
2.217865	-41
2.217917	-64
2.217969	-26
2.218021	-94
2.218073	-69
2.218125	-10
2.218177	-1
2.218229	-54
2.218281	-35
2.218333	53
2.218385	-17
2.218437	-99
2.218490	-31
2.218542	-28
2.218594	-25
2.218646	-50
2.218698	-39
2.218750	-83
2.218802	-63
2.218854	-16
2.218906	-12
2.218958	-98
2.219010	-2
2.219062	-27
2.219115	-92
2.219167	-47
2.219219	55
2.219271	-43
2.219323	-101
2.219375	31
2.219427	11
2.219479	-67
2.219531	-62
2.219583	-61
2.219635	-109
2.219687	-86
2.219740	-8
2.219792	-40
2.219844	-52
2.219896	-13
2.219948	9
2.220000	-84
2.220052	-32
2.220104	25
2.220156	-30
2.220208	-35
2.220260	-3
2.220312	-63
2.220365	-97
2.220417	27
2.220469	2
2.220521	-27
2.220573	-105
2.220625	-43
2.220677	-52
2.220729	-111
2.220781	39
2.220833	-69
2.220885	-134
2.220937	-92
2.220990	25
2.221042	-67
2.221094	-58
2.221146	-29
2.221198	-81
2.221250	-70
2.221302	25
2.221354	-95
2.221406	-102
2.221458	-33
2.221510	-40
2.221562	-65
2.221615	-55
2.221667	-20
2.221719	-15
2.221771	-106
2.221823	-99
2.221875	-52
2.221927	-64
2.221979	-41
2.222031	-4
2.222083	-80
2.222135	-2
2.222187	44
2.222240	-43
2.222292	-59
2.222344	-41
2.222396	-34
2.222448	-137
2.222500	-117
2.222552	-49
2.222604	-77
2.222656	-56
2.222708	-44
2.222760	-14
2.222812	-78
2.222865	-50
2.222917	15
2.222969	-80
2.223021	-127
2.223073	12
2.223125	-54
2.223177	-85
2.223229	-8
2.223281	-8
2.223333	-51
2.223385	-67
2.223437	30
2.223490	-14
2.223542	-36
2.223594	-16
2.223646	-39
2.223698	-85
2.223750	-91
2.223802	31
2.223854	-25
2.223906	-95
2.223958	0
2.224010	2
2.224062	-91
2.224115	-36
2.224167	-41
2.224219	-64
2.224271	-51
2.224323	48
2.224375	-45
2.224427	-115
2.224479	-24
2.224531	-115
2.224583	-79
2.224635	-20
2.224687	-26
2.224740	-42
2.224792	-48
2.224844	-42
2.224896	-34
2.224948	-83
2.225000	15
2.225052	-6
2.225104	-69
2.225156	-56
2.225208	-6
2.225260	-61
2.225312	-82
2.225365	-18
2.225417	-43
2.225469	-48
2.225521	-53
2.225573	-12
2.225625	-8
2.225677	1
2.225729	46
2.225781	-100
2.225833	-69
2.225885	10
2.225937	-30
2.225990	-33
2.226042	35
2.226094	23
2.226146	-80
2.226198	-77
2.226250	-17
2.226302	-37
2.226354	-112
2.226406	-4
2.226458	-32
2.226510	-71
2.226562	-15
2.226615	-9
2.226667	-45
2.226719	-111
2.226771	1
2.226823	-26
2.226875	-85
2.226927	-41
2.226979	-13
2.227031	-35
2.227083	-104
2.227135	-7
2.227187	-104
2.227240	-116
2.227292	-21
2.227344	-6
2.227396	-63
2.227448	-40
2.227500	33
2.227552	-75
2.227604	-50
2.227656	8
2.227708	-56
2.227760	-66
2.227812	-9
2.227865	16
2.227917	-52
2.227969	-61
2.228021	-4
2.228073	1
2.228125	-43
2.228177	-8
2.228229	-11
2.228281	-36
2.228333	14
2.228385	-7
2.228437	-64
2.228490	-51
2.228542	0
2.228594	-64
2.228646	-84
2.228698	-64
2.228750	-43
2.228802	-74
2.228854	-52
2.228906	27
2.228958	-87
2.229010	-120
2.229062	53
2.229115	-66
2.229167	-75
2.229219	-18
2.229271	-30
2.229323	-79
2.229375	-126
2.229427	-5
2.229479	-73
2.229531	-68
2.229583	57
2.229635	-59
2.229687	-82
2.229740	-35
2.229792	5
2.229844	-52
2.229896	-10
2.229948	-26
2.230000	-29
2.230052	-93
2.230104	-90
2.230156	-34
2.230208	-66
2.230260	-21
2.230312	28
2.230365	-61
2.230417	-84
2.230469	15
2.230521	-62
2.230573	-99
2.230625	-5
2.230677	-8
2.230729	-58
2.230781	-112
2.230833	-5
2.230885	-21
2.230937	-86
2.230990	44
2.231042	5
2.231094	-81
2.231146	-38
2.231198	-40
2.231250	-106
2.231302	-108
2.231354	7
2.231406	-41
2.231458	-122
2.231510	-41
2.231562	12
2.231615	7
2.231667	-72
2.231719	10
2.231771	-12
2.231823	-55
2.231875	1
2.231927	-8
2.231979	-67
2.232031	-35
2.232083	-1
2.232135	-74
2.232187	-55
2.232240	-26
2.232292	-41
2.232344	-76
2.232396	11
2.232448	-66
2.232500	-26
2.232552	-62
2.232604	12
2.232656	-84
2.232708	-107
2.232760	-32
2.232812	-6
2.232865	-29
2.232917	-5
2.232969	3
2.233021	-95
2.233073	-70
2.233125	-7
2.233177	-102
2.233229	-106
2.233281	14
2.233333	-48
2.233385	-111
2.233437	-26
2.233490	22
2.233542	-114
2.233594	-141
2.233646	-47
2.233698	-31
2.233750	-67
2.233802	2
2.233854	3
2.233906	25
2.233958	-69
2.234010	5
2.234062	-56
2.234115	-64
2.234167	-45
2.234219	23
2.234271	-18
2.234323	-7
2.234375	-5
2.234427	-24
2.234479	-87
2.234531	34
2.234583	-68
2.234635	-76
2.234687	-58
2.234740	-44
2.234792	-49
2.234844	-45
2.234896	14
2.234948	-57
2.235000	-61
2.235052	-39
2.235104	-32
2.235156	-116
2.235208	-67
2.235260	-7
2.235312	-84
2.235365	-88
2.235417	14
2.235469	-29
2.235521	-75
2.235573	-18
2.235625	21
2.235677	-51
2.235729	-27
2.235781	-2
2.235833	-84
2.235885	-122
2.235937	5
2.235990	-23
2.236042	-58
2.236094	17
2.236146	-43
2.236198	-90
2.236250	-19
2.236302	-6
2.236354	-86
2.236406	-107
2.236458	-8
2.236510	-53
2.236562	-77
2.236615	-23
2.236667	24
2.236719	-34
2.236771	-28
2.236823	1
2.236875	-36
2.236927	-103
2.236979	-20
2.237031	-43
2.237083	-100
2.237135	-9
2.237187	10
2.237240	-64
2.237292	-90
2.237344	-50
2.237396	-80
2.237448	-146
2.237500	-30
2.237552	42
2.237604	-66
2.237656	-39
2.237708	12
2.237760	-92
2.237812	-127
2.237865	-21
2.237917	-16
2.237969	-62
2.238021	-73
2.238073	-52
2.238125	-28
2.238177	-110
2.238229	-18
2.238281	-22
2.238333	-70
2.238385	-15
2.238437	8
2.238490	-83
2.238542	-103
2.238594	-60
2.238646	-59
2.238698	-102
2.238750	-26
2.238802	-7
2.238854	-39
2.238906	-35
2.238958	-43
2.239010	-100
2.239062	-96
2.239115	-8
2.239167	-64
2.239219	-73
2.239271	-44
2.239323	-59
2.239375	-19
2.239427	-36
2.239479	-26
2.239531	-91
2.239583	-107
2.239635	16
2.239687	-34
2.239740	-92
2.239792	-89
2.239844	-13
2.239896	-65
2.239948	-18
2.240000	27
2.240052	-25
2.240104	-123
2.240156	-68
2.240208	-23
2.240260	-52
2.240312	-58
2.240365	-23
2.240417	-28
2.240469	-70
2.240521	-25
2.240573	-51
2.240625	-41
2.240677	-13
2.240729	-12
2.240781	-114
2.240833	-69
2.240885	17
2.240937	-91
2.240990	-66
2.241042	59
2.241094	-24
2.241146	-132
2.241198	-95
2.241250	-40
2.241302	-35
2.241354	-42
2.241406	41
2.241458	-4
2.241510	-67
2.241562	-15
2.241615	-5
2.241667	-109
2.241719	-64
2.241771	-15
2.241823	-26
2.241875	-9
2.241927	-11
2.241979	-86
2.242031	-101
2.242083	-26
2.242135	-38
2.242187	-82
2.242240	-65
2.242292	-33
2.242344	-94
2.242396	-86
2.242448	-41
2.242500	-41
2.242552	-50
2.242604	-23
2.242656	-28
2.242708	-86
2.242760	-53
2.242812	-15
2.242865	-62
2.242917	-76
2.242969	-31
2.243021	-62
2.243073	-51
2.243125	-5
2.243177	48
2.243229	-97
2.243281	-7
2.243333	25
2.243385	-96
2.243437	-113
2.243490	-31
2.243542	57
2.243594	-55
2.243646	-77
2.243698	-38
2.243750	-54
2.243802	2
2.243854	19
2.243906	2
2.243958	-90
2.244010	-75
2.244062	-22
2.244115	-45
2.244167	-99
2.244219	-13
2.244271	-66
2.244323	-56
2.244375	-57
2.244427	-25
2.244479	-47
2.244531	-62
2.244583	14
2.244635	-42
2.244687	-82
2.244740	38
2.244792	-36
2.244844	-43
2.244896	-10
2.244948	-50
2.245000	-80
2.245052	-131
2.245104	10
2.245156	-80
2.245208	-70
2.245260	-7
2.245312	1
2.245365	-77
2.245417	-80
2.245469	-69
2.245521	-123
2.245573	-58
2.245625	-10
2.245677	-36
2.245729	-158
2.245781	-59
2.245833	-34
2.245885	-47
2.245937	-91
2.245990	-10
2.246042	-69
2.246094	-50
2.246146	4
2.246198	-52
2.246250	-53
2.246302	-38
2.246354	25
2.246406	-85
2.246458	-84
2.246510	-3
2.246562	-72
2.246615	-63
2.246667	-39
2.246719	-26
2.246771	-22
2.246823	-15
2.246875	-40
2.246927	-53
2.246979	-87
2.247031	-49
2.247083	-44
2.247135	-92
2.247187	4
2.247240	-13
2.247292	-19
2.247344	-73
2.247396	-4
2.247448	-32
2.247500	-84
2.247552	34
2.247604	-71
2.247656	-79
2.247708	2
2.247760	23
2.247812	-37
2.247865	-78
2.247917	17
2.247969	-32
2.248021	-59
2.248073	19
2.248125	-42
2.248177	-55
2.248229	-87
2.248281	44
2.248333	-52
2.248385	-94
2.248437	12
2.248490	2
2.248542	-74
2.248594	-18
2.248646	-9
2.248698	-108
2.248750	-62
2.248802	-35
2.248854	-5
2.248906	-123
2.248958	-26
2.249010	-32
2.249062	-113
2.249115	-26
2.249167	-28
2.249219	-84
2.249271	-83
2.249323	-25
2.249375	16
2.249427	-55
2.249479	-42
2.249531	-26
2.249583	-81
2.249635	-44
2.249687	56
2.249740	-101
2.249792	-77
2.249844	10
2.249896	-52
2.249948	-70
2.250000	-24
2.250052	2
2.250104	-13
2.250156	-79
2.250208	-15
2.250260	-109
2.250312	-73
2.250365	-30
2.250417	-38
2.250469	-127
2.250521	-46
2.250573	-21
2.250625	-68
2.250677	-88
2.250729	-3
2.250781	-48
2.250833	-83
2.250885	-60
2.250937	-6
2.250990	-119
2.251042	-110
2.251094	41
2.251146	-19
2.251198	-19
2.251250	26
2.251302	-6
2.251354	-45
2.251406	-45
2.251458	-56
2.251510	-23
2.251562	-99
2.251615	11
2.251667	-52
2.251719	-36
2.251771	11
2.251823	15
2.251875	-39
2.251927	-90
2.251979	-53
2.252031	-62
2.252083	-53
2.252135	-15
2.252187	-40
2.252240	-80
2.252292	-16
2.252344	2
2.252396	-81
2.252448	-68
2.252500	-18
2.252552	-67
2.252604	-109
2.252656	-21
2.252708	-9
2.252760	-57
2.252812	-35
2.252865	-76
2.252917	-26
2.252969	-106
2.253021	33
2.253073	-20
2.253125	-78
2.253177	-48
2.253229	4
2.253281	-85
2.253333	-60
2.253385	-5
2.253437	-128
2.253490	-68
2.253542	-19
2.253594	-51
2.253646	-42
2.253698	-1
2.253750	50
2.253802	-82
2.253854	-65
2.253906	-65
2.253958	-56
2.254010	-102
2.254062	2
2.254115	-22
2.254167	-16
2.254219	-74
2.254271	-41
2.254323	-67
2.254375	-50
2.254427	-2
2.254479	-44
2.254531	-90
2.254583	-51
2.254635	-29
2.254687	-108
2.254740	-144
2.254792	-2
2.254844	-21
2.254896	-59
2.254948	-3
2.255000	-7
2.255052	-102
2.255104	-76
2.255156	10
2.255208	-51
2.255260	-80
2.255312	-17
2.255365	-61
2.255417	-26
2.255469	20
2.255521	-14
2.255573	-85
2.255625	-72
2.255677	-51
2.255729	-38
2.255781	-117
2.255833	-11
2.255885	-17
2.255937	-73
2.255990	-68
2.256042	-59
2.256094	-77
2.256146	-78
2.256198	66
2.256250	3
2.256302	-53
2.256354	8
2.256406	-46
2.256458	-115
2.256510	-37
2.256562	11
2.256615	-76
2.256667	-108
2.256719	-18
2.256771	-50
2.256823	-104
2.256875	-29
2.256927	8
2.256979	-49
2.257031	-13
2.257083	-33
2.257135	-66
2.257187	-106
2.257240	-57
2.257292	-21
2.257344	-69
2.257396	-68
2.257448	-27
2.257500	-119
2.257552	-126
2.257604	9
2.257656	-13
2.257708	-30
2.257760	-21
2.257812	20
2.257865	-36
2.257917	-77
2.257969	-1
2.258021	18
2.258073	-69
2.258125	14
2.258177	-58
2.258229	-115
2.258281	-22
2.258333	7
2.258385	-60
2.258437	-50
2.258490	-14
2.258542	-79
2.258594	-47
2.258646	26
2.258698	-51
2.258750	-92
2.258802	0
2.258854	17
2.258906	-83
2.258958	-38
2.259010	47
2.259062	-17
2.259115	-118
2.259167	-51
2.259219	3
2.259271	-49
2.259323	-56
2.259375	-36
2.259427	-76
2.259479	-125
2.259531	-43
2.259583	-106
2.259635	-68
2.259687	-65
2.259740	17
2.259792	-43
2.259844	-50
2.259896	18
2.259948	-86
2.260000	-126
2.260052	33
2.260104	-4
2.260156	-88
2.260208	-113
2.260260	8
2.260312	-35
2.260365	-79
2.260417	-91
2.260469	-4
2.260521	-107
2.260573	-57
2.260625	-28
2.260677	-58
2.260729	-79
2.260781	37
2.260833	-79
2.260885	-132
2.260937	-25
2.260990	3
2.261042	-48
2.261094	14
2.261146	18
2.261198	-67
2.261250	-58
2.261302	2
2.261354	11
2.261406	-13
2.261458	12
2.261510	-3
2.261562	-113
2.261615	-118
2.261667	24
2.261719	-24
2.261771	-95
2.261823	-4
2.261875	28
2.261927	-59
2.261979	-92
2.262031	0
2.262083	-22
2.262135	-54
2.262187	-8
2.262240	-34
2.262292	-60
2.262344	-27
2.262396	13
2.262448	-115
2.262500	-60
2.262552	44
2.262604	-130
2.262656	-110
2.262708	-23
2.262760	-77
2.262812	-126
2.262865	-21
2.262917	-26
2.262969	-88
2.263021	-127
2.263073	-10
2.263125	-60
2.263177	-48
2.263229	-66
2.263281	13
2.263333	-88
2.263385	-66
2.263437	-10
2.263490	-55
2.263542	-53
2.263594	-6
2.263646	-17
2.263698	-97
2.263750	-40
2.263802	-13
2.263854	-89
2.263906	-60
2.263958	-39
2.264010	-83
2.264062	-39
2.264115	43
2.264167	-10
2.264219	-101
2.264271	-26
2.264323	-31
2.264375	-69
2.264427	-65
2.264479	31
2.264531	-9
2.264583	14
2.264635	57
2.264687	-25
2.264740	-79
2.264792	-42
2.264844	28
2.264896	-18
2.264948	-55
2.265000	29
2.265052	2
2.265104	-88
2.265156	-26
2.265208	-23
2.265260	-96
2.265312	-80
2.265365	24
2.265417	-72
2.265469	-93
2.265521	3
2.265573	-32
2.265625	-78
2.265677	-79
2.265729	-22
2.265781	-88
2.265833	-104
2.265885	55
2.265937	-28
2.265990	-79
2.266042	-57
2.266094	-25
2.266146	-77
2.266198	-95
2.266250	-62
2.266302	-123
2.266354	-73
2.266406	35
2.266458	-43
2.266510	-96
2.266562	-52
2.266615	-10
2.266667	-68
2.266719	-89
2.266771	1
2.266823	-31
2.266875	-87
2.266927	13
2.266979	-8
2.267031	-75
2.267083	-77
2.267135	-40
2.267187	-53
2.267240	-79
2.267292	-10
2.267344	-33
